ID,Type,Name,Faction,Cost,ATK,DEF,Rarity,Ability,Sets,ImageUrl
40,Creature,Husker Worm,Cornfield,1,5,4,Starter,"When Husker Worm enters play, flip one of your Cornfield Landscapes face down.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Husker_Worm.png
41,Creature,Legion of Earlings,Cornfield,2,2,8,Starter,"When Legion of Earlings enters play, you may return target Creature in this Lane to its owner's hand.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Legion_of_Earlings.png
42,Creature,Nice Ice Baby,Rainbow,0,1,2,Starter,+3 ATK while your opponent does not control a Creature in this Lane.,"Finn Vs Jake,Ice King Vs Marceline",https://www.carddweeb.com/CardImages/regular/Nice_Ice_Baby.png
43,Creature,Patchy the Pumpkin,Cornfield,1,0,5,Starter,FLOOP >>> Deal 1 damage to target Creature. Do this once for each Cornfield Landscape you control. (May only target each Creature once.),Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Patchy_the_Pumpkin.png
44,Creature,Phyllis,Rainbow,1,2,7,Starter,,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Phyllis.png
45,Creature,Psionic Architect,BluePlains,1,2,6,Starter,"When Psionic Architect enters play, you may ready one of your Flooped Creatures.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Psionic_Architect.png
46,Creature,Punk Cat,BluePlains,1,2,6,Starter,Each Creature that changed Lanes this turn has +2 ATK.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Punk_Cat.png
47,Creature,Struzann Djinn,BluePlains,2,1,11,Starter,+2 ATK for each of your Flooped Creatures.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Struzann_Jinn.png
48,Creature,The Pig,Rainbow,1,1,4,Starter,FLOOP >>> Flip target Cornfield Landscape in this Lane face down.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/The_Pig.png
49,Creature,Travelin' Farmer,Cornfield,2,2,12,Starter,"When Travelin' Farmer leaves play, deal 1 damage to your opponent for each card in their hand.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Travelin%27_Farmer.png
50,Creature,Uni-Knight,BluePlains,1,3,4,Starter,Pay 1 action >>> Target Creature in this Lane has -10 ATK this turn.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Uni-Knight.png
51,Creature,Wall of Ears,Cornfield,1,2,4,Starter,+1 DEF for each Cornfield Landscape in play (counting all players).,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Wall_of_Ears.png
52,Creature,Woadic Chief,BluePlains,2,2,10,Starter,+2 ATK for each Spell you have played this turn.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Woadic_Chief.png
53,Creature,Woadic Marauder,BluePlains,2,3,9,Starter,"When Woadic Marauder changes Lanes during a turn, draw a card.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Woadic_Marauder.png
54,Creature,X-Large Spirit Soldier,BluePlains,1,1,9,Starter,Each adjacent Creature has +1 ATK.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/X-Large_Spirit_Soldier.png
55,Spell,Cerebral Bloodstorm,Rainbow,1,0,0,Starter,Deal 1 damage to each opposing Creature.,"Finn Vs Jake,BMO Vs Lady Rainicorn",https://www.carddweeb.com/CardImages/regular/Cerebral_Bloodstorm.png
56,Spell,Corn Scepter,Rainbow,1,0,0,Starter,Deal 1 damage to target Creature for each Cornfield Landscape you control.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Corn_Scepter.png
57,Spell,Cross Pollination,Rainbow,2,0,0,Starter,Each of your Cornfield Creatures has +1 ATK this turn for each different Landscape type you control.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Cross_Pollination.png
58,Spell,Field of Nightmares,Cornfield,1,0,0,Starter,Deal 1 damage to your opponent for each card in their hand.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Field_of_Nightmares.png
59,Spell,Gnome Snot,BluePlains,1,0,0,Starter,Draw 3 cards.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Gnome_Snot.png
60,Spell,Reclaim Landscape,Rainbow,0,0,0,Starter,"You may flip one of your Landscapes face up, and you may move one of your Buildings to any of your Lanes without one.",Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Reclaim_Landscape.png
61,Spell,Teleport,Rainbow,0,0,0,Starter,Move one of your Creatures to one of your empty Landscapes.,"Finn Vs Jake,BMO Vs Lady Rainicorn",https://www.carddweeb.com/CardImages/regular/Teleport.png
62,Spell,Woad Blood,Rainbow,0,0,0,Starter,Each Creature that changed Lanes this turn has +2 ATK.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Woad_Blood.png
63,Spell,Woad Talisman,Rainbow,0,0,0,Starter,Target Blue Plains Creature you control has +2 ATK this turn.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Woad_Talisman.png
64,Building,Blood Fortress,Rainbow,1,0,0,Starter,Your Creature in this Lane has +1 ATK.,"Finn Vs Jake,BMO Vs Lady Rainicorn,Princess Bubblegum Vs Lumpy Space Princess",https://www.carddweeb.com/CardImages/regular/Blood_Fortress.png
65,Building,Celestial Castle,Rainbow,1,0,0,Starter,Your Creature in this Lane has +3 DEF.,"Finn Vs Jake,BMO Vs Lady Rainicorn,Princess Bubblegum Vs Lumpy Space Princess,Ice King Vs Marceline",https://www.carddweeb.com/CardImages/regular/Celestial_Castle.png
66,Building,Schoolhouse,BluePlains,1,0,0,Starter,FLOOP >>> Your Creature in this Lane loses all abilities and gains the Floop ability of a random Creature (with a Floop ability) in your discard pile until end of turn.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Schoolhouse.png
67,Building,Silo of Truth,Cornfield,1,0,0,Starter,Pay 2 Actions >>> Steal a random card from your opponent's hand and play it at no cost.,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Silo_of_Truth.png
68,Building,Woad Mobile Home,BluePlains,1,0,0,Starter,FLOOP >>> Move a Creature in an adjacent Lane to this Lane (if empty).,Finn Vs Jake,https://www.carddweeb.com/CardImages/regular/Woad_Mobile_Home.png
69,Hero,BMO,None,0,0,0,Starter,Discard a card from your hand >>> Deal 1 Damage to target Creature.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/old/BMO.jpg
70,Hero,Lady Rainicorn,None,0,0,0,Starter,"If you return two or more Creatures to your hand from play or your discard pile during your turn, heal 2 HP.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/old/Lady_Rainicorn.jpg
71,Creature,Beach Mummy,SandyLands,1,1,6,Starter,FLOOP >>> Return a Creature in an adjacent Lane to its owner's hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Beach_Mummy.png
72,Creature,Blonde MerWitch,Rainbow,2,3,9,Starter,,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Blonde_MerWitch.png
73,Creature,Chest Burster,UselessSwamp,1,1,10,Starter,"At the start of your turn, deal 3 damage to each opponent who has no cards in hand.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Chest_Burster.png
74,Creature,Dark Angel,UselessSwamp,1,0,5,Starter,+1 ATK for every 5 cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Dark_Angel.png
75,Creature,Dr. Death,UselessSwamp,2,1,7,Starter,FLOOP and destroy a Creature you control >>> Destroy target opposing Creature in this Lane.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Dr_Death.png
76,Creature,Extraordinary Spider,UselessSwamp,1,1,7,Starter,"At the start of your turn, deal 1 damage to target opponent for every 5 cards in your discard pile.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Extraordinary_Spider.png
77,Creature,Fummy,SandyLands,1,2,7,Starter,FLOOP >>> Gain 1 action this turn.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Fummy.png
78,Creature,Gray Eyebat,UselessSwamp,1,2,7,Starter,Pay 1 Action >>> Return a random Useless Swamp Creature from your discard pile to your hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Gray_Eyebat.png
79,Creature,Green Cactiball,SandyLands,1,0,4,Starter,+2 ATK for each Green Cactiball you control.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Green_Cactiball.png
80,Creature,Green Mermaid,UselessSwamp,1,1,9,Starter,Destroy Green Mermaid >>> Deal 1 damage to each opposing Creature.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Green_Mermaid.png
81,Creature,Green Merman,UselessSwamp,2,0,6,Starter,FLOOP >>> Put the top card of your deck into your discard pile. Deal damage to each opposing Creature equal to the discarded card's action cost.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Green_Merman.png
82,Creature,Hot Eyebat,UselessSwamp,1,4,4,Starter,Play Hot Eyebat only if you have 10 or more cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Hot_Eyebat.png
83,Creature,Immortal Maize Walker,UselessSwamp,2,2,8,Starter,"While Immortal Maize Walker is on a Cornfield Landscape, its ATK value is tripled.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Immortal_Maize_Walker.png
84,Creature,Lost Golem,SandyLands,3,5,6,Starter,Lost Golem costs 1 less to play for each other Creature you have played this turn.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Lost_Golem.png
85,Creature,Mace Stump,UselessSwamp,1,3,3,Starter,Destroy Mace Stump >>> Target opponent discards a card for every 5 cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Mace_Stump.png
86,Creature,Mouthball,UselessSwamp,1,2,4,Starter,+2 DEF for every 5 cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Mouthball.png
87,Creature,Ms. Mummy,Rainbow,0,1,4,Starter,"At the start of your turn, you may return Ms. Mummy to its owner's hand. If you do, target SandyLands Creature you control gains 1 DEF.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Ms._Mummy.png
88,Creature,Peach Djinni,Rainbow,0,0,6,Starter,"When a SandyLands Creature enters play under your control, Peach Djinni has +1 ATK this turn.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Peach_Djinni.png
89,Creature,Red Eyeling,UselessSwamp,1,2,6,Starter,FLOOP >>> Return a card with cost 0 from your discard pile to your hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Red_Eyeling.png
90,Creature,Sand Angel,Rainbow,0,1,5,Starter,,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sand_Angel.png
91,Creature,Sand Eyebat,SandyLands,2,1,10,Starter,"When another Creature enters play under your control, Sand Eyebat gains 1 DEF.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sand_Eyebat.png
92,Creature,Sand Knights,SandyLands,1,1,8,Starter,+2 ATK if you control a Blue Plains Landscape.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sand_Knights.png
93,Creature,Sandhorn Devil,SandyLands,1,3,6,Starter,"When Sandhorn Devil enters play, deal 1 damage to every Creature in play (including your own).",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sandhorn_Devil.png
94,Creature,Sandsnake,SandyLands,1,0,9,Starter,"When Sandsnake enters play, deal 4 damage to target opposing Creature in this Lane.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sandsnake.png
95,Creature,SandWitch,SandyLands,1,0,12,Starter,"When SandWitch or another Creature enters play under your control, deal 1 Damage to your opponent.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/SandWitch.png
96,Creature,Shark,SandyLands,2,2,10,Starter,"When a SandyLands Creature enters play during your turn (including Shark), it has +1 ATK this turn.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Shark.png
97,Creature,Teeth Leaf,UselessSwamp,2,3,10,Starter,"If you have 10 or more cards in your discard pile, pay 2 fewer Actions to play Teeth Leaf.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Teeth_Leaf.png
98,Creature,The Mariachi,SandyLands,2,2,9,Starter,FLOOP >>> Deal 1 damage to target Creature for each Creature that entered play this turn.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/The_Mariachi.png
99,Creature,Tree of Undeath,UselessSwamp,2,2,6,Starter,FLOOP >>> Return a random Creature from your discard pile to your hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Tree_Of_Undeath.png
100,Creature,Wall of Sand,SandyLands,2,1,12,Starter,"If one or more other SandyLands Creatures enter play during your turn, Wall of Sand has +2 ATK this turn.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Wall_Of_Sand.png
101,Creature,Wandering Bald Man,Rainbow,0,0,10,Starter,"At the start of your turn, put the top card of your deck into your discard pile.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Wandering_Bald_Man.png
102,Spell,Abraca Amadeus,UselessSwamp,2,0,0,Starter,Target opponent discards a card from their hand for every 5 cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Abraca_Amadeus.png
103,Spell,Bone Wand,Rainbow,0,0,0,Starter,Play only if you control a Useless Swamp Creature. Target opponent discards a card from their hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Bone_Wand.png
104,Spell,Magic Ring Ding,UselessSwamp,2,0,0,Starter,Each of your Creatures has +1 ATK this turn for every 5 cards in your discard pile.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Magic_Ring_Ding.png
105,Spell,Ogre Gas,Rainbow,0,0,0,Starter,Reveal the top 3 cards of your deck. Put one of them on the bottom of your deck and discard the rest.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Ogre_Gas.png
106,Spell,Snake Eye Ring,Rainbow,0,0,0,Starter,Return a random Useless Swamp Creature from your discard pile to your hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Snake_Eye_Ring.png
107,Spell,Tome of Ankhs,SandyLands,1,0,0,Starter,Draw a card for each of your empty Lanes.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Tome_of_Ankhs.png
108,Spell,Unempty Coffin,Rainbow,0,0,0,Starter,Reduce the cost of the next Creature you play this turn by 2 actions.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Unempty_Coffin.png
109,Spell,ZaZo's Magic Seeds,Rainbow,0,0,0,Starter,Target SandyLands Creature has +2 ATK for each Creature that entered play into an adjacent Lane this turn.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/ZaZo%27s_Magic_Seeds.png
110,Building,Palace of Bone,UselessSwamp,1,0,0,Starter,Opposing Creatures in this Lane do not trigger entering or leaving play effects.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Palace_of_Bone.png
111,Building,Sand Sphinx,SandyLands,2,0,0,Starter,FLOOP >>> Return a Creature you control in this Lane to its owner's hand.,BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Sand_Sphinx.png
112,Building,Spirit Tower,UselessSwamp,2,0,0,Starter,"FLOOP and pay 1 action >>> If you control no Creatures in this Lane, move target Creature in this Lane to your side and ready it. At end of turn, return it to its owner's side.",BMO Vs Lady Rainicorn,https://www.carddweeb.com/CardImages/regular/Spirit_Tower.png
113,Hero,Lumpy Space Princess,None,0,0,0,Starter,"The first time you replace a Creature on your turn, draw a card.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/old/Lumpy_Space_Princess.jpg
114,Hero,Princess Bubblegum,None,0,0,0,Starter,"Once per turn, you may deal 1 Damage to one of your Creatures. That Creature has +1 ATK this turn.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/old/Princess_Bubblegum.jpg
115,Creature,Albino Eyebat,NiceLands,1,2,7,Starter,"While Albino Eyebat has exactly 2 damage on it, it has +2 ATK.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Albino_Eyebat.png
116,Creature,Angel Heart,Rainbow,0,0,7,Starter,"While Angel Heart has exactly 3 damage on it, it has +3 ATK.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Angel_Heart.png
117,Creature,Angel of Chocolate,NiceLands,2,3,7,Starter,Pay 1 Action >>> Heal all damage from Angel of Chocolate.,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Angel_of_Chocolate.png
118,Creature,Angel of Vanilla,NiceLands,1,2,6,Starter,Pay 1 Action >>> Heal all damage from Angel of Vanilla.,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Angel_of_Vanilla.png
119,Creature,Apple Pieclops,NiceLands,2,1,7,Starter,"At the start of your turn, you may heal or deal 1 damage to each of your Creatures. (Choose for each Creature.)",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Apple_Pieclops.png
120,Creature,Blueberry Djinni,BluePlains,1,2,6,Starter,"If Blueberry Djinni replaces a Creature, draw 2 cards.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Blueberry_Djini.png
121,Creature,Brain Gooey,BluePlains,1,1,7,Starter,"If Brain Gooey replaces a Creature, it has +2 ATK this turn.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Brain_Gooey.png
122,Creature,Cotton Eyebat,NiceLands,1,1,8,Starter,"While Cotton Eyebat has exactly 4 damage on it, it has +4 ATK.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Cotton_Eyebat.png
123,Creature,Cow,Rainbow,0,1,5,Starter,,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Cow.png
124,Creature,Cutie,NiceLands,1,0,6,Starter,FLOOP >>> You heal 1 hit point. (Can't go over 25.),Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Cutie.png
125,Creature,Dogboy,Rainbow,0,0,5,Starter,Discard a card >>> Dogboy has +2 ATK this turn. (Limit: Once per turn.),Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Dogboy.png
126,Creature,Dragon Foot,UselessSwamp,1,1,5,Starter,Discard a card >>> Dragon Foot has +1 ATK this turn. (Limit: Five times per turn.),Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Dragon_Foot.png
127,Creature,Fairy Shepard,NiceLands,2,2,9,Starter,Each adjacent NiceLands Creature has +2 DEF.,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Fairy_Shepard.png
128,Creature,Fatapillar,UselessSwamp,2,0,3,Starter,+2 ATK for every 5 cards in your discard pile.,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Fatapillar.png
129,Creature,Future Scholar,BluePlains,2,2,8,Starter,"If Future Scholar replaces a Creature, gain 1 action.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Future_Scholar.png
130,Creature,Goat,Rainbow,0,1,4,Starter,"If Goat replaces a Creature, draw a card.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Goat.png
131,Creature,Grape Djinni,BluePlains,1,1,6,Starter,"If Grape Djinni replaces a Creature, you may put a card from your discard pile on top of your deck.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Grape_Djini.png
132,Creature,Headphone Jerk,BluePlains,2,2,7,Starter,"If Headphone Jerk replaces a Creature, deal 3 damage to the opposing Creature in this Lane.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Headphone_Jerk.png
133,Creature,Herculeye,UselessSwamp,2,1,6,Starter,Discard a card >>> Herculeye has +4 ATK this turn. (Limit: Once per turn.),Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Herculeye.png
134,Creature,Infinite Figure,UselessSwamp,1,1,6,Starter,Discard a card >>> Deal 1 damage to the opposing Creature in this Lane.,Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Infinite_Figure.png
135,Creature,Ms. Fluff,NiceLands,2,2,10,Starter,"While Ms. Fluff has exactly 7 damage on it, it has +7 ATK.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Ms._Fluff.png
136,Creature,Niceasaurus Rex,NiceLands,1,2,7,Starter,"At the start of your turn, if Niceasaurus Rex has damage on it, draw a card.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Niceasaurus_Rex.png
137,Creature,Pieclops,NiceLands,1,2,7,Starter,"When Pieclops enters play, heal 1 damage from each adjacent Creature.",Princess Bubblegum Vs Lumpy Space Princess,https://www.carddweeb.com/CardImages/regular/Pieclops.png
